Bin	BinRA	TopTaxonID	TopTaxonRAinBin	TopTaxon.Domain	TopTaxon.Phylum	TopTaxon.Class	TopTaxon.Order	TopTaxon.Family	TopTaxon.Species	Domain.maxNamed	Domain.maxNamed.Percent	Phylum.maxNamed	Phylum.maxNamed.Percent	Class.maxNamed	Class.maxNamed.Percent	Order.maxNamed	Order.maxNamed.Percent	Family.maxNamed	Family.maxNamed.Percent	Species.maxNamed	Species.maxNamed.Percent
Bin15	0.000388587032826664	GQ264276.1.1495	0.386681631963906	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured bacterium	Bacteria	1	Acidobacteria	1	Blastocatellia	1	Blastocatellales	1	Blastocatellaceae (Subgroup 4)	1	uncultured bacterium	0.579072885451025
Bin16	0.0107905812901076	HM062199.1.1484	0.210834634297612	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	Ambiguous_taxa	Bacteria	1	Acidobacteria	0.996455609419753	Blastocatellia	0.996455609419753	Blastocatellales	0.996455609419753	Blastocatellaceae (Subgroup 4)	0.996455609419753	Ambiguous_taxa	0.656201322563529
Bin17	0.0108146622298851	HQ190266.1.1492	0.456605949480444	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	NA	Bacteria	1	Acidobacteria	1	Blastocatellia	1	Blastocatellales	1	Blastocatellaceae (Subgroup 4)	1	Ambiguous_taxa	0.564634476668938
Bin18	0.00471726433812192	JQ318943.1.1486	0.177696561509908	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	Ambiguous_taxa	Bacteria	1	Acidobacteria	1	Blastocatellia	1	Blastocatellales	1	Blastocatellaceae (Subgroup 4)	1	Ambiguous_taxa	0.74209921948676
Bin19	0.000983387332595662	JQ769637.1.1494	0.3129916959141	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured bacterium	Bacteria	1	Acidobacteria	1	Blastocatellia	1	Blastocatellales	1	Blastocatellaceae (Subgroup 4)	1	uncultured bacterium	0.844298716421676
Bin20	0.00498537554192787	JN387436.1.1303	0.169824954950596	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured microorganism	Bacteria	1	Actinobacteria	0.999841027529312	Thermoleophilia	0.999841027529312	Gaiellales	0.999841027529312	uncultured	0.750614117294372	uncultured bacterium	0.591744936518691
Bin21	0.00270393498819117	JN662331.1.1469	0.125682507108067	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	Ambiguous_taxa	Bacteria	1	Actinobacteria	1	Thermoleophilia	1	Gaiellales	1	uncultured	0.989547741473792	uncultured bacterium	0.629110023715302
Bin22	0.00364450666411987	HE818678.1.1456	0.302129960971613	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Ambiguous_taxa	Bacteria	1	Actinobacteria	1	Thermoleophilia	1	Gaiellales	1	Gaiellaceae	0.986207924341293	Ambiguous_taxa	0.713712186585817
Bin23	0.00122691167626883	HM062165.1.1419	0.581796187567379	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured bacterium	Bacteria	1	Acidobacteria	1	Acidobacteria	0.93140797892981	Acidobacteriales	0.93140797892981	Acidobacteriaceae (Subgroup 1)	0.93140797892981	uncultured bacterium	0.783089432219751
Bin24	0.00200478224255957	HM062258.1.1440	0.209948963450994	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	uncultured Acidobacteria bacterium	Bacteria	1	Acidobacteria	1	Acidobacteria	1	Acidobacteriales	1	Acidobacteriaceae (Subgroup 1)	1	uncultured Acidobacteria bacterium	0.629526343423205
Bin25	0.00415119381682869	GU359075.1.1440	0.191219430085658	Bacteria	Acidobacteria	Subgroup 11	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Bacteria	1	Acidobacteria	1	Acidobacteria	0.627499248517255	Acidobacteriales	0.633401895647877	Acidobacteriaceae (Subgroup 1)	0.633401895647877	Ambiguous_taxa	0.659065582027896
Bin26	0.000775664262568763	AY913273.1.1455	0.181874653256867	Bacteria	Acidobacteria	Subgroup 2	uncultured forest soil bacterium	uncultured forest soil bacterium	uncultured forest soil bacterium	Bacteria	1	Acidobacteria	1	Subgroup 2	0.947165300086172	uncultured bacterium	0.478391694118779	uncultured bacterium	0.478391694118779	uncultured bacterium	0.538920969798371
Bin27	0.00103049328870269	HQ995659.1.1463	0.297802810043038	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA	Bacteria	1	Acidobacteria	1	Acidobacteria	1	Acidobacteriales	1	Acidobacteriaceae (Subgroup 1)	1	Ambiguous_taxa	0.637366946100046
Bin28	0.000973554506917254	HM062298.1.1447	0.135143391061454	Bacteria	Acidobacteria	Subgroup 5	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Bacteria	1	Acidobacteria	1	Subgroup 5	1	Ambiguous_taxa	0.849485500162718	Ambiguous_taxa	0.849485500162718	Ambiguous_taxa	0.849485500162718
Bin29	0.00226796137372294	HQ190470.1.1454	0.310840647539463	Bacteria	Acidobacteria	Subgroup 5	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Acidobacteria	1	Subgroup 5	1	Ambiguous_taxa	0.517587509753378	Ambiguous_taxa	0.517587509753378	Ambiguous_taxa	0.517587509753378
Bin30	0.00093922641390957	AM935237.1.1333	0.190989506251675	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae (Subgroup 3)	NA	Bacteria	1	Acidobacteria	1	Solibacteres	1	Solibacterales	1	Solibacteraceae (Subgroup 3)	1	uncultured bacterium	0.806888561131435
Bin31	0.00280276225399012	KF712567.1.1461	0.166370021703218	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae (Subgroup 3)	NA	Bacteria	1	Acidobacteria	1	Solibacteres	1	Solibacterales	1	Solibacteraceae (Subgroup 3)	1	Ambiguous_taxa	0.547149809756207
Bin32	0.00128536491961261	OTU_DN_5	0.174379005033789	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae (Subgroup 3)	uncultured bacterium	Bacteria	1	Acidobacteria	1	Solibacteres	1	Solibacterales	1	Solibacteraceae (Subgroup 3)	1	uncultured bacterium	0.807954243417044
Bin33	0.00565548918698084	JQ861399.1.1462	0.264320958021204	Bacteria	Acidobacteria	Solibacteres	Solibacterales	Solibacteraceae (Subgroup 3)	uncultured Acidobacteria bacterium	Bacteria	1	Acidobacteria	0.972900597533872	Solibacteres	0.975230290997954	Solibacterales	0.975230290997954	Solibacteraceae (Subgroup 3)	0.975230290997954	uncultured bacterium	0.390433688759525
Bin34	0.000468439054790822	KC358110.1.1279	0.235773959929458	Bacteria	Elusimicrobia	Elusimicrobia	MVP-88	uncultured bacterium	uncultured bacterium	Bacteria	1	Elusimicrobia	1	Elusimicrobia	1	MVP-88	1	uncultured bacterium	1	uncultured bacterium	1
Bin35	0.00117579585424897	OTU_DN_404	0.116901011797061	Bacteria	Elusimicrobia	Elusimicrobia	Lineage IIb	uncultured bacterium	uncultured bacterium	Bacteria	1	Elusimicrobia	1	Elusimicrobia	1	Lineage IIb	0.941811572925894	uncultured bacterium	0.949804959580993	uncultured bacterium	0.949804959580993
Bin36	0.000797728355732853	KJ191880.1.1479	0.148271362610851	Bacteria	Elusimicrobia	Elusimicrobia	Lineage IIa	Ambiguous_taxa	Ambiguous_taxa	Bacteria	1	Elusimicrobia	1	Elusimicrobia	1	Lineage IIa	1	uncultured bacterium	0.722661339440389	uncultured bacterium	0.722661339440389
Bin37	0.000670978118011518	OTU_DN_152	0.118577501664583	Bacteria	Elusimicrobia	Elusimicrobia	Lineage IV	uncultured bacterium	uncultured bacterium	Bacteria	1	Elusimicrobia	1	Elusimicrobia	1	Lineage IV	0.937256070468955	uncultured bacterium	0.996094371096264	uncultured bacterium	0.996094371096264
Bin38	0.000788612647825438	OTU_DN_288	0.237679536844194	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	Bacteria	1	Gemmatimonadetes	0.798314891409285	Longimicrobia	0.798314891409285	Longimicrobiales	0.801322389290693	Longimicrobiaceae	0.801322389290693	uncultured bacterium	0.998338732192046
Bin39	0.00100813835742927	JF175210.1.1374	0.0947875944272543	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured bacterium	Bacteria	1	Proteobacteria	1	Deltaproteobacteria	1	Oligoflexales	1	0319-6G20	1	uncultured bacterium	0.984567727945758
Bin40	0.000107435694179536	JX505271.1.1477	0.113170107269739	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	Bacteria	1	Proteobacteria	1	Deltaproteobacteria	1	Oligoflexales	1	0319-6G20	1	uncultured bacterium	0.991309075544513
Bin41	0.00116816942367555	JQ978883.1.1516	0.184184606473297	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured bacterium	Bacteria	1	Proteobacteria	1	Deltaproteobacteria	1	Oligoflexales	1	0319-6G20	1	uncultured bacterium	0.913411075118949
Bin42	0.000200854293940688	OTU_DN_1651	0.200195742807733	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured bacterium	Bacteria	1	Proteobacteria	1	Deltaproteobacteria	1	Oligoflexales	1	0319-6G20	1	uncultured bacterium	1
Bin43	0.000464351731928059	EF612358.1.1504	0.18555251421157	Bacteria	Acidobacteria	Subgroup 25	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Acidobacteria	1	Subgroup 25	1	uncultured bacterium	0.998032749247474	uncultured bacterium	0.998032749247474	uncultured bacterium	0.998032749247474
Bin44	0.00105481192745752	HQ597681.1.1512	0.254386959326685	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	uncultured Acidobacteria bacterium	Bacteria	1	Acidobacteria	0.996148335222791	Blastocatellia	0.996148335222791	Blastocatellales	0.996148335222791	Blastocatellaceae (Subgroup 4)	0.996273369750755	Ambiguous_taxa	0.482072906589957
Bin45	0.00260972822737268	OTU_DN_92	0.214680225019703	Bacteria	Tectomicrobia	Tectomicrobia Incertae Sedis	Unknown Order	Unknown Family	uncultured bacterium	Bacteria	1	Tectomicrobia	0.909154935595995	Tectomicrobia Incertae Sedis	0.491088528957461	Unknown Order	0.491088528957461	Unknown Family	0.491088528957461	uncultured bacterium	0.998998268878201
Bin46	0.000904420038216942	HQ597184.1.1476	0.168989912469943	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	NA	Bacteria	1	Acidobacteria	0.958305551105452	Blastocatellia	0.716394587558441	Blastocatellales	0.717302751641953	Blastocatellaceae (Subgroup 4)	0.717302751641953	Ambiguous_taxa	0.506762486420958
Bin47	0.000270844222992002	OTU_DN_824	0.105805268866905	Bacteria	TM6 (Dependentiae)	uncultured Candidatus Dependentiae bacterium	uncultured Candidatus Dependentiae bacterium	uncultured Candidatus Dependentiae bacterium	uncultured Candidatus Dependentiae bacterium	Bacteria	1	TM6 (Dependentiae)	0.973733545177531	uncultured bacterium	0.822538343362275	uncultured bacterium	0.822538343362275	uncultured bacterium	0.826755087605618	uncultured bacterium	0.852164645858466
Bin48	0.000226426973958507	FJ516811.1.1503	0.14204093774231	Bacteria	TM6 (Dependentiae)	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	TM6 (Dependentiae)	1	uncultured bacterium	1	uncultured bacterium	1	uncultured bacterium	1	uncultured bacterium	1
Bin49	0.000272856803237199	HQ330533.1.1391	0.189530900494927	Bacteria	TM6 (Dependentiae)	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa	Bacteria	1	TM6 (Dependentiae)	1	Ambiguous_taxa	0.725196100190658	Ambiguous_taxa	0.725196100190658	Ambiguous_taxa	0.725196100190658	Ambiguous_taxa	0.725196100190658
Bin50	0.000495715517773606	AM935450.1.1314	0.163541623528249	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhodospirillales	1	I-10	0.883588205311071	uncultured bacterium	1
Bin51	0.00083387233585421	JQ923542.1.1456	0.1578034453443	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MNC12	NA	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhodospirillales	1	AKYH478	0.468435738146102	uncultured bacterium	0.647737580883943
Bin52	0.000791388836938943	JF428957.1.1487	0.348690631179188	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	JG37-AG-20	Ambiguous_taxa	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhodospirillales	0.969274550145634	JG37-AG-20	0.555976108105033	Ambiguous_taxa	0.686248337413147
Bin53	0.00334569083200597	FJ936901.1.1446	0.220898864018972	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ambiguous_taxa	Bacteria	1	Proteobacteria	0.999520668527487	Alphaproteobacteria	0.999520668527487	Rhodospirillales	0.999520668527487	Rhodospirillaceae	0.999516158352129	Ambiguous_taxa	0.850778749955647
Bin54	0.0018532428558293	GQ264020.1.1438	0.0918850001733238	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhodospirillales	1	Acetobacteraceae	0.913616775070017	uncultured bacterium	0.697636178378657
Bin55	0.00073693830132692	OTU_DN_81	0.163963912706601	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhodospirillales	1	DA111	0.630719463513234	uncultured bacterium	0.79366245895531
Bin56	0.00150035564599031	KC855017.1.1454	0.236831549314815	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	DA111	NA	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhodospirillales	1	DA111	1	uncultured bacterium	0.967126761020679
Bin57	0.0103363798773378	JF219026.1.1318	0.316188394808596	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ambiguous_taxa	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhodospirillales	0.979857625308057	Rhodospirillaceae	0.958801055494761	Ambiguous_taxa	0.859027573876709
Bin58	0.000224905706498823	KU726309.1.1478	0.188569233243054	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales Incertae Sedis	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rickettsiales	0.966056488333106	Rickettsiales Incertae Sedis	0.956297934412478	uncultured bacterium	0.814393869024053
Bin59	0.000428728205777247	HQ120900.1.1479	0.25124104241156	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Holosporaceae	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rickettsiales	1	Holosporaceae	0.617035370702177	uncultured bacterium	0.86559089620711
Bin60	0.000744397572698739	JQ958657.1.1451	0.205844306925592	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ambiguous_taxa	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.997349890602953	Rhodospirillales	0.72394354494585	Rhodospirillaceae	0.723288033930146	uncultured bacterium	0.625107194217798
Bin61	0.000250971212120523	OTU_DN_1617	0.136993920356539	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.939480476419899	Rickettsiales	0.939480476419899	Rickettsiaceae	0.580870668611399	uncultured bacterium	0.954557402276866
Bin62	0.00105828841548183	HG917723.1.1460	0.21900231115919	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	NA	Bacteria	1	Proteobacteria	1	Deltaproteobacteria	1	Bdellovibrionales	0.888558057003744	Bacteriovoracaceae	0.888558057003744	uncultured bacterium	0.86159404661522
Bin63	0.000129253521717865	AB511018.1.1477	0.252427129801209	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	uncultured bacterium	Bacteria	1	Proteobacteria	1	Deltaproteobacteria	1	Bdellovibrionales	1	Bacteriovoracaceae	1	uncultured bacterium	0.968187487522166
Bin64	0.00101662127625858	JF214483.1.1342	0.231364447178371	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	uncultured bacterium	Bacteria	1	Fibrobacteres	0.85420329918871	Fibrobacteria	0.85420329918871	Fibrobacterales	0.85420329918871	Fibrobacteraceae	0.85420329918871	uncultured bacterium	1
Bin65	0.000712710582006875	CU926719.1.1306	0.365090412755742	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	uncultured	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.98836745366634	Alphaproteobacteria Incertae Sedis	0.973805876356332	uncultured	0.69670182783538	uncultured bacterium	0.858111686326681
Bin66	0.000259651241529362	KM200022.1.1481	0.348857495435063	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	uncultured	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Alphaproteobacteria Incertae Sedis	1	uncultured	0.756799288366311	uncultured bacterium	0.990903822916786
Bin67	0.000531796578185101	OTU_DN_458	0.183298398241377	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured bacterium	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhodospirillales	0.870214951029246	Rhodospirillaceae	0.870214951029246	uncultured bacterium	0.996204437240381
Bin68	0.000150852045367838	OTU_DN_702	0.0959062461653726	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	NA	Bacteria	1	Chlamydiae	1	Chlamydiae	1	Chlamydiales	1	cvE6	1	uncultured bacterium	0.992081491635741
Bin69	0.000192637600685209	OTU_DN_1748	0.081528023964704	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA	Bacteria	1	Chlamydiae	1	Chlamydiae	1	Chlamydiales	1	Parachlamydiaceae	0.896302854315455	Ambiguous_taxa	0.78109211672723
Bin70	9.58668427449325e-05	OTU_DN_2820	0.105451098868658	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA	Bacteria	1	Chlamydiae	1	Chlamydiae	1	Chlamydiales	1	Simkaniaceae	0.887490493958519	uncultured bacterium	0.896555330572681
Bin71	0.000630435568972012	JQ311881.1.1431	0.402956431661915	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	NA	Bacteria	1	Spirochaetae	0.616223031243404	Spirochaetes	0.616223031243404	Spirochaetales	0.762658706911249	Spirochaetaceae	0.762658706911249	uncultured bacterium	0.893537876864555
Bin72	0.000754544636205016	LN560687.1.1386	0.130242743737923	Bacteria	Acidobacteria	Subgroup 6	NA	NA	NA	Bacteria	1	Acidobacteria	0.848493911022802	Subgroup 22	0.392737199568353	uncultured bacterium	0.935805936468597	uncultured bacterium	0.959258842119049	uncultured bacterium	0.968103498628941
Bin73	0.0047062001294955	GQ472433.1.1462	0.209773628325524	Bacteria	Acidobacteria	Holophagae	Subgroup 10	ABS-19	NA	Bacteria	1	Acidobacteria	0.999330962271412	Holophagae	0.999330962271412	Subgroup 10	0.998457925638055	ABS-19	0.818189863381173	uncultured bacterium	0.989583485964566
Bin74	0.00167268446023566	GQ302580.1.1511	0.562048031017056	Bacteria	Acidobacteria	Holophagae	Subgroup 7	Ambiguous_taxa	Ambiguous_taxa	Bacteria	1	Acidobacteria	1	Holophagae	1	Subgroup 7	1	Ambiguous_taxa	0.879151399978965	Ambiguous_taxa	0.879151399978965
Bin75	0.0012022517941569	HM447847.1.1516	0.254601893310122	Bacteria	Acidobacteria	Subgroup 22	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Acidobacteria	1	Subgroup 22	0.583238236691274	uncultured bacterium	0.44461067219952	uncultured bacterium	0.692027030712537	uncultured bacterium	0.692027030712537
Bin76	0.00104167926965176	FN811247.1.1494	0.147992286489795	Bacteria	Acidobacteria	Holophagae	Subgroup 7	NA	NA	Bacteria	1	Acidobacteria	1	Holophagae	1	Subgroup 7	1	uncultured bacterium	0.511081561323181	uncultured bacterium	0.511081561323181
Bin77	0.00235160414153689	HQ864192.1.1500	0.20236370377593	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MSB-1E8	uncultured bacterium	Bacteria	1	Proteobacteria	0.998955307575677	Alphaproteobacteria	0.996646092242136	Rhodospirillales	0.996646092242136	MSB-1E8	0.581159822112402	uncultured bacterium	0.923500122031091
Bin78	0.00182046042874659	HQ190281.1.1540	0.393473095796951	Bacteria	Gemmatimonadetes	AKAU4049	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Gemmatimonadetes	0.526082758997895	AKAU4049	0.527680915983117	uncultured bacterium	0.957724870045092	uncultured bacterium	0.957724870045092	uncultured bacterium	0.99902893152278
Bin79	0.00179771914250965	HQ190275.1.1525	0.237558585873327	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	Bacteria	1	Gemmatimonadetes	1	Longimicrobia	1	Longimicrobiales	1	Longimicrobiaceae	1	uncultured bacterium	0.922229807446713
Bin80	0.00384263915597039	HQ119898.1.1491	0.180843201908375	Bacteria	Gemmatimonadetes	S0134 terrestrial group	uncultured bacterium	uncultured bacterium	uncultured bacterium	Bacteria	1	Gemmatimonadetes	1	S0134 terrestrial group	0.947858340035914	uncultured bacterium	0.95101209067457	uncultured bacterium	0.95101209067457	uncultured bacterium	0.95101209067457
