group	COc77203	COc77206	COc77229	COc77230	COc77243	COc77256	COc77265	COc77268	COcCcbulk	COcEcbulk	MRFc1	MRFc2	MRFc3	MRFcbulkc16S	NEc109	NEc118	NEc212	NEc215	NEc311	NEc317	NEc414	NEc416	NEcCcbulk	NEcEcbulk	SVERCc1c16S	SVERCc2c16S	SVERCc2	SVERCc3c16S	SVERCc3	SVERCcbulkc16S	WAcC1	WAcC2	WAcC3	WAcCcbulk	WAcE1	WAcE2	WAcE3	WAcEcbulk
respiration_of_sulfur_compounds	210	237	259	115	150	147	172	196	853	2306	387	540	351	1859	398	361	360	223	312	261	194	210	2085	1081	1979	3981	378	3214	416	2226	43	42	65	960	79	110	63	685
arsenate_detoxification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arsenate_respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dissimilatory_arsenate_reduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arsenite_oxidation_detoxification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arsenite_oxidation_energy_yielding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dissimilatory_arsenite_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anammox	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nitrate_denitrification	14	56	13	13	8	17	18	15	71	171	25	32	17	282	48	55	41	23	45	43	34	45	215	168	228	339	30	269	29	288	19	27	27	290	45	47	21	258
nitrite_denitrification	14	56	13	13	8	17	18	15	71	171	25	32	17	282	48	55	41	23	45	43	34	45	215	168	228	339	30	269	29	288	19	27	27	290	45	47	21	258
nitrous_oxide_denitrification	14	56	13	13	8	17	18	15	71	171	25	32	17	282	48	55	41	23	45	43	34	45	215	168	228	339	30	269	29	288	19	27	27	290	45	47	21	258
denitrification	14	56	13	13	8	17	18	15	71	171	25	32	17	282	48	55	41	23	45	43	34	45	215	168	228	339	30	269	29	288	19	27	27	290	45	47	21	258
chitinolysis	74	130	109	58	85	83	148	107	171	600	24	47	46	643	154	71	153	123	103	93	170	105	482	478	166	248	32	323	31	192	24	48	82	350	146	115	105	372
knallgas_bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_hydrogen_oxidation	19	70	33	14	23	30	17	35	68	222	1	5	1	43	21	37	39	21	27	11	17	33	129	116	113	109	12	141	19	131	0	0	0	6	5	15	1	4
nitrogen_fixation	129	201	126	81	145	262	217	199	704	1677	405	556	552	4778	222	314	296	213	372	549	416	224	2070	1414	2236	3522	267	3109	295	2451	413	408	928	6020	758	738	518	3096
nitrate_ammonification	0	24	9	4	3	7	1	7	23	54	0	0	0	17	4	15	8	19	27	3	13	18	31	17	23	22	11	25	3	18	1	1	0	4	2	1	3	21
nitrite_ammonification	0	24	9	4	3	7	1	7	23	54	0	0	0	17	4	15	8	19	27	3	13	18	31	17	23	22	11	25	3	18	1	1	0	4	2	1	3	21
nitrite_respiration	16	80	24	22	11	25	19	22	112	256	26	32	17	303	52	70	49	44	72	46	47	63	246	185	251	362	42	297	32	306	20	28	27	296	48	48	26	279
cellulolysis	116	356	160	279	200	644	208	198	522	1164	97	186	128	865	159	125	157	164	284	103	179	123	877	426	571	753	72	968	101	885	244	285	790	1370	753	1098	516	869
xylanolysis	1	26	9	5	3	11	9	7	24	58	2	0	0	31	8	23	9	19	32	2	15	18	54	34	24	26	5	34	3	27	1	1	0	4	3	1	3	30
dark_sulfide_oxidation	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	13	6	0	0	0	3	0	0	2	3
dark_sulfur_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_thiosulfate_oxidation	6	87	26	26	19	7	20	16	56	35	12	29	13	462	47	59	80	186	458	88	115	193	224	436	417	450	28	437	24	346	88	187	398	2890	199	150	134	1448
dark_oxidation_of_sulfur_compounds	10	98	27	28	24	28	22	18	57	51	22	35	44	607	52	62	88	206	464	90	123	193	231	440	423	462	30	482	41	374	109	193	443	2943	243	185	170	1487
manganese_oxidation	22	35	28	16	23	28	16	46	191	531	22	18	28	374	72	86	70	74	96	24	61	49	530	367	152	240	10	337	22	336	11	17	28	367	21	19	17	231
manganese_respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ligninolysis	0	24	8	4	1	7	1	7	20	42	0	0	0	17	3	15	6	18	27	1	13	18	28	16	23	21	5	29	3	18	2	0	0	4	2	1	4	7
fermentation	383	930	617	313	607	691	849	749	3087	7448	183	156	175	1788	517	563	393	629	787	406	525	585	6012	3493	5238	7452	623	9391	1292	10070	124	161	243	2179	261	182	121	1831
aerobic_chemoheterotrophy	2744	7599	4246	3693	4984	5320	4974	3899	13655	31776	2951	3679	3746	31897	5124	3892	3872	4703	7356	5198	5347	4302	35920	26708	23841	37962	3053	42659	5436	46509	3622	3781	6972	38501	8061	6950	5649	26479
invertebrate_parasites	0	1	0	1	0	1	0	0	0	5	2	0	0	0	0	0	0	0	3	0	5	0	5	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1
human_pathogens_septicemia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_pathogens_pneumonia	43	125	85	37	78	65	51	60	171	417	32	38	31	303	59	32	36	34	83	27	34	38	514	439	196	220	16	253	47	370	28	6	46	292	56	77	11	158
human_pathogens_nosocomia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_pathogens_meningitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_pathogens_gastroenteritis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_pathogens_diarrhea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_pathogens_all	81	160	113	62	96	97	78	80	257	660	52	51	53	474	84	54	55	64	117	51	73	62	758	655	270	391	27	471	77	534	54	18	64	474	74	104	28	780
fish_parasites	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_gut	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
mammal_gut	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
animal_parasites_or_symbionts	85	165	113	66	101	100	78	86	269	666	65	61	60	511	84	54	55	64	124	58	80	64	763	655	371	624	33	506	80	613	66	20	68	556	88	140	43	842
plant_pathogen	7	28	12	12	5	7	1	7	32	47	0	3	0	24	3	16	19	20	35	1	18	18	28	16	24	34	11	30	3	18	6	1	9	4	5	2	4	52
oil_bioremediation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aromatic_hydrocarbon_degradation	2	0	3	0	2	0	1	0	6	15	0	4	0	34	9	3	2	6	5	0	18	6	24	19	29	14	1	35	8	37	1	0	2	0	1	0	1	3
aromatic_compound_degradation	46	111	71	41	56	85	95	114	214	504	28	36	27	424	185	110	121	95	168	78	161	106	553	447	553	627	55	830	144	1049	61	75	116	987	150	118	108	1077
aliphatic_non_methane_hydrocarbon_degradation	2	0	3	0	2	0	1	0	6	15	0	4	0	34	9	3	2	6	5	0	18	6	24	19	29	14	1	31	8	37	0	0	2	0	1	0	0	1
hydrocarbon_degradation	5	12	9	8	4	10	7	8	43	98	28	28	27	143	11	4	14	20	12	15	30	10	76	71	89	92	10	88	29	96	5	9	15	119	18	8	16	75
dark_iron_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iron_respiration	7	3	2	3	0	2	0	0	14	19	8	5	11	114	8	4	3	46	3	0	0	0	84	21	45	58	1	61	8	109	10	4	4	182	13	7	0	41
nitrate_respiration	40	109	45	34	29	47	38	38	169	462	37	39	19	396	62	81	61	65	84	51	52	73	313	249	280	442	48	353	50	411	40	34	32	519	69	85	48	383
nitrate_reduction	164	415	195	136	255	243	189	163	746	1646	157	150	147	1102	117	154	146	253	282	227	187	294	863	655	856	1877	172	2104	265	1492	133	178	221	2199	319	276	197	1979
nitrogen_respiration	40	109	45	34	29	47	38	38	169	462	37	39	19	396	62	81	61	65	84	51	52	73	313	249	280	442	48	353	50	411	40	34	32	519	69	85	48	383
fumarate_respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
intracellular_parasites	271	344	221	130	211	274	256	221	840	2174	518	409	401	1908	170	168	179	159	112	255	111	119	1011	700	1043	1578	129	1385	163	1042	215	402	361	4354	463	350	572	1824
chlorate_reducers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
predatory_or_exoparasitic	397	553	560	206	468	457	556	549	2509	5862	636	476	578	4139	346	476	455	333	484	468	388	476	2845	1946	2213	3409	404	3417	505	3053	593	614	785	6293	646	612	532	4369
chloroplasts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cyanobacteria	59	54	45	14	40	37	30	33	186	339	131	88	185	2577	128	82	91	129	228	104	108	113	985	683	141	334	12	285	47	1354	80	178	188	1965	309	149	152	1971
anoxygenic_photoautotrophy_H2_oxidizing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy_S_oxidizing	0	5	7	2	3	1	5	2	25	57	24	27	16	242	31	19	5	7	18	32	19	17	117	69	125	245	18	141	12	165	19	27	27	284	40	47	21	254
anoxygenic_photoautotrophy_Fe_oxidizing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy	0	5	7	3	3	1	5	2	26	58	24	28	16	242	33	19	6	7	19	33	20	17	118	69	141	272	21	150	13	176	19	27	27	284	40	47	21	254
oxygenic_photoautotrophy	59	54	45	14	40	37	30	33	186	339	131	88	185	2577	128	82	91	129	228	104	108	113	985	683	141	334	12	285	47	1354	80	178	188	1965	309	149	152	1971
photoautotrophy	59	59	52	17	43	38	35	35	212	397	155	116	201	2819	161	101	97	136	247	137	128	130	1103	752	282	606	33	435	60	1530	99	205	215	2249	349	196	173	2225
aerobic_anoxygenic_phototrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photoheterotrophy	2	8	7	8	4	10	8	7	38	81	41	39	55	437	41	23	8	10	30	35	27	22	156	78	170	309	27	211	17	300	35	39	36	365	66	61	33	325
phototrophy	61	62	52	22	44	47	40	40	224	420	172	127	240	3014	169	106	99	140	258	139	135	135	1149	761	317	643	39	497	64	1655	115	217	224	2330	375	210	185	2296
plastic_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	2
ureolysis	103	266	130	88	138	210	164	138	487	1542	115	123	145	1546	228	136	144	174	270	127	232	187	1356	1097	698	1220	97	1510	180	1655	229	177	382	2207	407	353	331	1110
reductive_acetogenesis	0	0	2	0	0	0	0	0	0	3	0	0	0	3	0	0	3	2	0	0	0	1	4	3	4	15	0	12	2	6	0	0	0	0	0	0	0	0
chemoheterotrophy	3110	8484	4913	4055	5642	5910	5620	4439	15804	35970	3257	3970	4107	34852	5729	4410	4449	5406	8179	5731	5971	5135	39442	29170	25397	40692	3291	45487	5803	48988	3996	4391	7950	43918	9033	7613	6427	30937
other	10913	23181	18655	9048	15337	19907	19583	14981	80743	176591	13295	16134	15215	116169	20905	16368	13771	15796	23936	22961	19544	18312	125562	88829	93323	167223	14546	163225	22444	148086	8495	10886	15551	141044	19467	18693	13845	98276
