group	COc77203	COc77206	COc77229	COc77230	COc77243	COc77256	COc77265	COc77268	COcCcbulk	COcEcbulk	MRFc1	MRFc2	MRFc3	MRFcbulkc16S	NEc109	NEc118	NEc212	NEc215	NEc311	NEc317	NEc414	NEc416	NEcCcbulk	NEcEcbulk	SVERCc1c16S	SVERCc2c16S	SVERCc2	SVERCc3c16S	SVERCc3	SVERCcbulkc16S	WAcC1	WAcC2	WAcC3	WAcCcbulk	WAcE1	WAcE2	WAcE3	WAcEcbulk
arsenite_oxidation_detoxification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arsenite_oxidation_energy_yielding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dissimilatory_arsenite_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anammox	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nitrate_denitrification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nitrite_denitrification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nitrous_oxide_denitrification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
denitrification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chitinolysis	105	202	87	454	35	46	92	71	172	349	15	32	36	250	118	38	22	38	49	89	52	36	232	255	165	282	24	298	61	281	86	66	881	497	331	249	137	397
knallgas_bacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_hydrogen_oxidation	18	54	35	45	114	38	13	31	71	97	0	0	0	8	5	1	0	12	2	0	2	1	10	3	15	14	2	49	4	9	0	0	3	0	0	3	1	1
nitrogen_fixation	43	84	49	18	44	50	86	82	279	585	107	158	146	1241	96	67	196	37	111	77	146	54	488	392	395	589	49	699	74	549	51	112	257	1182	136	96	100	501
nitrate_ammonification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nitrite_ammonification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nitrite_respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cellulolysis	67	194	35	144	334	418	10	19	28	79	42	46	35	362	4	1	36	62	12	0	10	5	7	38	35	34	4	31	5	81	42	46	92	70	254	322	116	98
xylanolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_sulfide_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_sulfur_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_thiosulfate_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_oxidation_of_sulfur_compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
manganese_oxidation	8	10	7	7	7	18	30	12	116	278	22	37	33	586	58	67	67	76	141	45	41	40	624	403	257	377	11	382	18	328	3	1	1	96	0	1	2	11
manganese_respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ligninolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fermentation	42	140	91	104	89	173	137	96	209	648	47	41	31	362	76	83	114	162	128	77	248	165	909	571	1265	1868	940	2308	341	2283	207	133	128	882	135	122	110	678
aerobic_chemoheterotrophy	1839	4576	2379	3270	3075	4402	2498	1994	6890	13912	1425	1416	1706	11578	2254	1557	2234	2440	2804	1938	2304	1769	12359	10685	9710	15130	1299	19754	2297	16630	1637	1766	3592	17455	3175	2498	2380	7418
invertebrate_parasites	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_pathogens_septicemia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_pathogens_pneumonia	4	4	0	0	2	1	1	1	5	10	109	110	116	751	7	51	29	12	282	64	114	74	96	29	75	190	28	168	14	137	148	69	240	479	295	291	120	654
human_pathogens_nosocomia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_pathogens_meningitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_pathogens_gastroenteritis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_pathogens_diarrhea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_pathogens_all	112	55	12	149	81	85	34	30	64	60	161	110	120	818	33	73	57	103	283	80	227	80	131	372	79	254	34	238	17	180	169	91	278	515	444	343	147	681
fish_parasites	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
human_gut	5	15	1	6	30	1	70	1	13	6	1	4	0	16	0	0	9	12	17	0	134	88	38	19	9	111	10	179	12	46	19	8	3	32	23	4	3	209
mammal_gut	5	15	1	6	30	1	70	1	13	6	1	4	0	16	0	0	9	12	17	0	134	88	38	19	9	111	10	179	12	46	19	8	3	32	23	4	3	209
animal_parasites_or_symbionts	117	70	16	155	111	86	105	33	80	66	175	127	134	898	37	74	66	116	306	82	361	170	182	403	959	2170	164	1078	79	1133	188	99	281	547	467	347	150	890
plant_pathogen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oil_bioremediation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aromatic_hydrocarbon_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aromatic_compound_degradation	21	41	12	40	13	110	14	22	45	97	11	10	13	139	33	40	47	30	59	55	75	29	219	420	272	344	32	389	52	267	38	36	65	418	70	36	38	162
aliphatic_non_methane_hydrocarbon_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hydrocarbon_degradation	46	0	1	0	0	0	0	2	3	0	0	0	7	10	2	0	0	0	0	0	0	30	27	16	0	92	7	21	2	10	0	0	0	0	0	0	0	0
dark_iron_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
iron_respiration	3	0	0	0	0	1	0	0	4	25	1	11	10	140	4	0	2	13	1	0	3	0	7	7	3	4	1	15	3	3	13	2	1	177	9	48	15	47
nitrate_respiration	139	53	23	229	163	653	54	34	108	179	59	4	4	109	33	38	82	167	16	16	150	19	103	125	140	355	30	325	31	243	26	33	121	94	163	47	33	49
nitrate_reduction	176	119	73	255	235	722	194	109	418	801	82	16	17	218	144	145	243	317	289	154	462	237	1006	735	762	1282	811	1626	166	1478	63	89	157	338	225	63	64	525
nitrogen_respiration	139	53	23	229	163	653	54	34	108	179	59	4	4	109	33	38	82	167	16	16	150	19	103	125	140	355	30	325	31	243	26	33	121	94	163	47	33	49
fumarate_respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
intracellular_parasites	1	1	2	30	0	1	0	5	10	13	52	30	27	165	0	0	2	0	0	1	1	0	12	11	5	5	1	0	0	8	15	51	39	312	103	59	65	196
chlorate_reducers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
predatory_or_exoparasitic	50	78	75	43	55	60	39	62	309	676	77	38	55	395	99	130	173	115	123	77	93	87	492	281	197	298	26	244	44	233	301	177	282	2632	168	118	160	1820
chloroplasts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cyanobacteria	0	0	0	0	0	0	0	0	9	1	58	32	36	1402	0	0	0	0	0	0	0	0	9	0	53	254	27	77	119	6633	16	21	55	412	26	25	38	194
anoxygenic_photoautotrophy_H2_oxidizing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy_S_oxidizing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy_Fe_oxidizing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anoxygenic_photoautotrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oxygenic_photoautotrophy	0	0	0	0	0	0	0	0	9	1	58	32	36	1402	0	0	0	0	0	0	0	0	9	0	53	254	27	77	119	6633	16	21	55	412	26	25	38	194
photoautotrophy	0	0	0	0	0	0	0	0	9	1	58	32	36	1402	0	0	0	0	0	0	0	0	9	0	53	254	27	77	119	6633	16	21	55	412	26	25	38	194
aerobic_anoxygenic_phototrophy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
photoheterotrophy	57	171	47	43	70	307	100	121	417	777	0	7	1	4	146	300	234	154	509	190	198	159	1456	1505	217	279	61	510	40	273	0	0	1	0	0	13	0	10
phototrophy	57	171	47	43	70	307	100	121	426	778	58	39	37	1406	146	300	234	154	509	190	198	159	1465	1505	270	533	88	587	159	6906	16	21	56	412	26	38	38	204
plastic_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ureolysis	80	166	97	128	94	341	141	121	337	741	35	19	7	700	108	67	307	262	130	38	165	70	541	508	382	462	38	613	67	609	102	68	182	1230	175	121	79	670
reductive_acetogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chemoheterotrophy	2262	5420	2824	3916	3872	4697	2907	2430	7874	15602	1545	1537	1833	12588	2478	1683	2347	2580	3020	2116	2617	2117	13220	11355	10160	16047	2111	20907	2461	17578	2050	2321	5010	20896	4002	3085	2965	10271
other	7566	15492	13567	7706	11562	16669	15003	10501	56271	124262	9761	8223	10119	61327	13461	10741	10852	10075	13283	11574	9926	9674	65021	43085	70020	133110	9718	140844	15301	95487	7829	9457	15902	109995	12282	11014	8544	50315
